      Date   Data Minimum    10%    30%   Mean    70%    90% Maximum
2009-11-03 227.45  196.28 205.53 235.43 265.26 292.64 324.83  356.33
2009-11-04 234.28  203.25 207.59 236.32 266.03 294.53 322.42  350.41
2009-11-05 233.32  197.80 211.71 234.31 267.02 301.05 329.90  342.86
2009-11-06 226.09  196.60 213.45 233.72 268.51 302.56 329.09  341.97
2009-11-07 221.42  195.55 218.60 234.85 270.75 303.48 331.04  344.95
2009-11-08 223.25  208.24 221.29 237.01 272.90 298.76 330.02  351.97
2009-11-09 227.05  210.29 222.66 242.98 275.08 304.98 333.75  353.89
2009-11-10 234.21  214.28 220.91 242.14 276.52 299.60 337.39  356.22
2009-11-11 244.70  209.57 227.07 244.81 278.61 310.14 337.80  359.50
2009-11-12 254.20  207.94 224.21 245.18 280.56 316.07 335.24  364.73
2009-11-13 259.80  203.06 221.52 247.91 281.34 314.11 336.66  368.38
2009-11-14 267.55  202.19 223.35 251.53 282.73 310.38 345.87  371.48
2009-11-15 275.01  204.41 220.97 256.88 284.42 311.32 347.85  373.40
2009-11-16 279.98  209.87 219.55 258.56 286.57 317.92 346.35  374.51
2009-11-17 283.32  208.72 226.73 260.82 288.54 319.31 346.33  375.73
2009-11-18 281.12  202.11 230.39 259.65 290.12 317.94 348.28  374.15
2009-11-19 276.48  206.42 238.93 258.04 289.88 320.89 351.80  370.31
2009-11-20 274.47  209.09 236.01 255.79 290.24 320.41 352.88  367.71
2009-11-21 274.08  209.27 238.36 258.24 290.89 323.34 348.09  373.21
2009-11-22 281.49  214.72 235.00 264.18 292.24 321.71 351.62  373.03
2009-11-23 290.26  220.43 236.81 268.20 293.55 321.25 351.36  375.63
2009-11-24 300.59  214.80 240.16 272.59 295.23 317.71 351.30  377.01
2009-11-25 306.29  210.09 238.02 274.18 296.46 317.39 351.29  377.08
2009-11-26 306.10  214.57 239.97 277.91 298.01 317.14 351.07  379.48
2009-11-27 304.57  218.36 246.72 280.43 298.55 319.79 351.83  381.37
2009-11-28 304.70  223.57 246.17 281.61 299.19 322.65 352.52  380.91
2009-11-29 305.33  230.03 244.66 281.21 299.61 320.69 351.59  376.16
2009-11-30 304.93  237.13 242.15 280.85 299.46 320.67 349.63  372.44
2009-12-01 306.61  233.24 245.55 278.08 298.13 322.39 345.92  368.82
2009-12-02 309.50  230.49 249.43 279.40 298.42 319.59 342.65  367.09
2009-12-03 310.73  227.01 253.65 277.69 299.34 319.65 339.26  365.61
2009-12-04 308.93  223.65 255.89 278.62 300.45 321.89 338.29  363.44
2009-12-05 307.14  227.69 264.58 282.13 302.41 320.34 340.07  360.87
2009-12-06 307.62  234.13 266.11 288.29 303.67 320.59 340.45  360.36
2009-12-07 308.73  242.59 268.21 289.40 304.47 320.63 340.86  358.17
2009-12-08 309.46  247.93 269.58 289.87 305.07 320.76 341.21  356.16
2009-12-09 308.85  249.96 272.05 293.68 305.43 318.18 340.81  353.94
2009-12-10 306.41  255.46 271.33 292.35 305.04 317.49 339.21  353.17
2009-12-11 306.18  257.41 270.14 293.26 304.43 315.75 336.13  352.92
2009-12-12 305.53  256.19 271.56 292.69 304.13 314.86 333.17  351.73
2009-12-13 304.54  254.28 274.39 293.70 304.63 313.80 331.62  350.63
2009-12-14 305.57  252.50 275.89 294.51 304.43 313.48 331.74  347.00
2009-12-15 307.00  255.36 277.35 294.71 304.28 314.24 331.63  346.34
2009-12-16 307.11  256.95 277.01 293.98 304.36 314.87 332.44  345.87
2009-12-17 308.46  256.89 276.08 294.26 304.11 313.58 330.45  342.84
2009-12-18 309.00  260.40 278.04 294.20 304.14 312.19 329.39  342.45
2009-12-19 308.28  259.68 283.15 293.71 304.29 311.17 327.36  341.19
2009-12-20 307.08  254.71 284.59 295.02 303.90 309.02 325.94  338.12
